,0
104,1441365.9941718
105,1248782.6081812559
106,796300.5742472503
107,737766.3591162739
108,468350.90611110645
109,2512.0219601050485
110,458836.09783864254
111,574489.7332831924
112,6637.615765487419
113,535425.9928951185
114,3635.975531706307
115,811127.9697736519
116,1727745.0666424325
117,4470300.35842619
118,747393.6362405057
119,872455.8576139525
120,555050.6576252665
121,583805.5456795057
122,1068547.7587444086
123,2960.16899133436
124,4240.71156706581
125,579128.2290109304
126,1031969.4439037082
127,968281.4718109053
128,437632.1864626415
129,774307.8971882393
130,376863.1733930258
131,603408.1999907428
132,525737.8330025664
133,631853.452481859
134,1102344.1344786326
135,958546.0084444404
136,5107.7437905416555
137,4950.5370943439075
138,3221.937447624126
139,718894.6364778224
140,461945.56022552395
141,6490.256382984862
142,526362.2138995361
143,4606.769655999115
144,1238341.5363928608
145,3260.502664333737
146,629423.767978215
147,1142002.9265557197
148,1059138.9195875425
149,392895.9609788636
150,620301.6554963565
151,1437665.7146974318
152,370990.6171410976
153,392304.88876922143
154,768068.7863630637
155,550127.0725570071
156,586765.5085269646
157,2890378.013503521
158,745680.7465682427
159,4223.3681756236165
160,527356.5789811831
161,448601.81822552957
162,424950.8737487185
163,695562.107944592
164,3680.914874116382
165,3751.061873681882
166,352704.8572779675
167,328894.1295814686
168,218809.00912757718
169,4072.8023565220647
170,508378.5704425277
171,424005.2143069794
172,4978.7087037310475
173,3273.1887012156694
174,812703.6296017774
175,3370.9721163106537
176,359327.1971646892
177,462169.0916238699
178,439229.5732133992
179,1455919.1481305098
180,4628.2132154275505
181,3100893.237422475
182,899197.5837995604
183,837557.5620660785
184,389278.880108586
185,507302.63090518507
186,806424.7540673404
187,670470.7440936744
188,2446.515356933349
189,964588.0197814096
190,1268296.1233214461
191,1289680.06586815
192,740537.8769535628
193,1291547.2758485654
194,1236759.7416666525
195,604436.8350587706
196,455537.83970968076
197,2805.5975967420345
198,4159.60864873251
199,1082758.558805398
200,815385.3828685116
201,163116.7241734442
202,695369.4405423111
203,408131.83569067315
204,1056788.3814622476
205,320541.3802152843
206,464756.63987681334
207,715486.006005318
208,549236.8080524588
209,4925.208540743504
210,792794.6440995284
211,4452.783694668514
212,2989.4953112785356
213,407734.74400122365
214,3755.6570604217354
215,992892.1350449724
216,969526.3834469233
217,3759.8795686228627
218,498035.2595306935
219,4950.529614986906
220,674399.3405678242
221,2029369.6553490914
222,396600.0196105871
223,899981.8295825521
224,1077656.8050823275
225,2716.0774688313018
226,690546.5488178314
227,4995.928649644565
228,877289.5777691341
229,437585.1633953272
230,552506.5680539539
231,559836.4338189372
232,466492.73047586344
233,815062.853833547
234,881984.3156268541
235,4063.111649717546
236,492914.94030854915
237,718329.0583642329
238,1136121.46045894
239,975935.3819186306
240,779851.2666900175
241,399921.5987491918
242,486675.0876230011
243,272231.34652120364
244,963319.83323723
245,523539.83810691955
246,1010381.4002392692
247,4029.052106558706
248,779822.2425293573
249,568481.7945563024
250,440650.3572806693
251,521285.78783207625
252,465672.23681601713
253,1037874.9321791575
254,1065861.9752127386
255,219682.69769550665
256,568665.3002680042
257,589236.6762720597
258,619786.6173926996
259,885221.4041567445
260,594905.8743162197
261,526515.3605680068
262,425617.65836197283
263,530539.1288779425
264,443045.96659064625
265,678223.4751299974
266,2597.304566198882
267,806306.875175557
268,3602.681487078569
269,788954.1071317649
270,1321425.2188161903
271,381873.8431667529
272,298856.04907676
273,505752.9830420985
274,520005.92021689593
275,838398.6877630086
276,4016.789483521363
277,216130.85160308276
278,3689.666253602594
279,445714.7176200971
280,727971.311522568
281,625547.3930054526
282,1014637.0926357559
283,1149304.8775432988
284,821413.2976528768
285,386883.99466829514
286,822771.7377905519
287,591823.9112234656
288,672225.7784235999
289,821353.7366410989
290,815509.5057059793
291,1072470.3851399927
292,245981.44514536834
293,3958.6227100294313
294,517700.42822124925
295,628595.2226644855
296,5114.771855330363
297,2153082.585788965
298,592216.8425069933
299,791002.1062190323
300,3259.618680883979
301,609944.4286214173
302,795789.2099836287
303,506570.5548577009
304,4172.752360568044
305,1143683.2976050677
306,3011.7424169026162
307,1033786.8536607296
308,336590.7506423959
309,4168.165107246259
310,3634.3775626592846
311,2034101.7566128904
312,3268.1316441839094
313,5151.530601648265
314,712333.2537532666
315,749817.768273811
316,3435.670916714558
317,510508.20309608197
318,495686.0564582112
319,1596752.1265011437
320,1647039.8285644401
321,3551.6692331238687
322,1928238.7845255027
323,746342.5728238304
324,715938.5433626528
325,653578.9634533714
326,860560.4307893845
327,1596325.2912606022
328,678918.6124720107
329,609801.5205693775
330,410424.10839980346
331,2822.934963557788
332,870424.535608741
333,468500.12870361656
334,610095.9397950255
335,651352.092721378
336,557283.1456259318
337,477653.0119402499
338,685933.3382729987
339,433069.78148221946
340,451054.47811697697
341,3368.156677236509
342,695453.0866139996
343,1022783.8059718745
344,354690.81307180115
345,986800.9947790797
346,454597.1608019622
347,726249.0554505341
348,504682.87894136255
349,3968.442598638548
350,918034.6419757471
351,608233.8843590218
352,820289.3481430245
353,968502.8209105702
354,2534.058553200545
355,599029.6730587679
356,568487.568794452
357,1453641.455127349
358,956866.5087864064
359,780901.4244028353
360,861241.8082178654
361,2998.56604887977
362,479505.67147687863
363,4048.343605962365
364,576949.7704152189
365,862750.8392240033
366,432606.3135514008
367,805118.008639635
368,559562.2889957308
369,663978.2139388818
370,2702.463395195633
371,506121.31004932866
372,3148.474393113877
373,650571.3443325544
374,743237.2692605392
375,272979.1219998649
376,350421.1938694709
377,1360622.0824449963
378,434483.57987148204
379,3287.2799174594343
380,1050478.0275406248
381,640100.1878357396
382,563729.0341906779
383,438604.48090775945
384,1374573.9229245658
385,728316.82065318
386,2921.672105812681
387,377615.96093977796
388,502924.41551388963
389,883405.2958318115
390,690814.2318191495
391,3705.5508752092683
392,437483.44105239905
393,726040.1995175633
394,579268.0522007638
395,927058.2784027759
396,711707.4358843415
397,398976.60194183484
398,3744.9599386636364
399,4685.646642776994
400,581308.611051279
401,726936.2616765318
402,6170.156759306901
403,927401.3463824656
404,3211.6780525995455
405,410438.70852739434
406,885665.3973901034
407,781323.3566810237
408,443582.73944000434
409,533132.5020154192
410,564687.7540263811
411,841579.0517305956
412,452878.0983573886
413,1212864.078270612
414,483338.2107460094
415,907255.0855089519
416,600859.4127774358
417,984355.9262376575
418,924559.797445357
419,598756.260842368
420,513203.66081087454
421,585693.2677942476
422,501019.3596085192
423,883982.3206316162
424,480556.9387260722
425,974511.1507953444
426,3272.8024228358718
427,3129.6643195831643
428,2943042.233067442
429,406842.5081009684
430,3277.2950515512416
431,1313999.0057631347
432,468469.2919687521
433,830077.2264533793
434,4330.640221999764
435,697232.5245748303
436,795095.6577521161
437,4281.572922463296
438,443600.8529057077
439,1047338.0669468535
440,1911554.9418094736
441,375933.48742312944
442,710149.9568728004
443,899814.3535966281
444,3583.9381711857973
445,639713.8982978328
446,410331.0862746085
447,2919.5880255989728
448,894893.7874767006
449,3600.733367242781
450,726766.6040683542
451,786586.4992540738
452,697319.3067008255
453,522047.1646734246
454,654647.4970872244
455,812919.310217366
456,942666.057429369
457,817355.2654964816
458,857953.8078067027
459,499831.23802912195
460,483093.58587816585
461,646558.6459571709
462,3977.3290737644306
463,836546.0608625049
464,1133672.3629419082
465,806197.4508505068
466,3163.3989757070244
467,638850.8498161122
468,518242.0297517239
469,598383.4657659436
470,736304.2169847209
471,4155.822435512382
472,963403.0321831139
473,4190.441364359452
474,300595.001348923
475,466847.0050541109
476,463523.9068060604
477,968267.9463190417
478,4540.493868117907
479,2843.972046874902
480,3119.439359061606
481,848108.0781348362
482,651047.4581052287
483,952625.2390954074
484,3755.305463806881
485,658676.7440969669
486,690830.7717263158
487,390622.43989466806
488,579230.6136481413
489,321221.3705395634
490,3568.649738219167
491,483581.22671645
492,576171.6037169687
493,548844.7921329628
494,729130.4396023527
495,372418.06882743485
496,377346.7178866228
497,1056768.0955520316
498,363805.11338078364
499,391650.81588816753
500,463845.0591951317
501,977925.4241762185
502,661634.6067083102
503,3949.4736211897266
504,640727.126089068
505,3701.3631020160356
506,3307.0683876987314
507,942888.1225701541
508,816297.1222882228
509,480503.9664628107
510,708702.9522500322
511,386306.9693483167
512,805941.2024109032
513,3802.877583458216
514,564656.8556580975
515,551296.7220944129
516,1000262.2620873704
517,3254.433825594567
518,511137.27858590666
519,752395.2475208365
520,398644.286050882
521,781907.931120622
522,498480.7359749425
523,524055.2338443327
524,759636.3151427525
525,2897.7031293337463
526,827070.8288183698
527,879104.0936800347
528,1232681.808411224
529,1013932.8442601737
530,417581.8599109428
531,4130.930297151809
532,3639.167480911345
533,802203.9899855327
534,3778.014541403185
535,764060.7675762381
536,4965.209775382009
537,393746.93040552665
538,512853.80466538505
539,395776.526601397
540,651110.3188985557
541,689979.1843963392
542,621631.2597504932
543,719069.3687736887
544,3781.3140697201484
545,490826.0188581695
546,557684.4671653021
547,4154.248451926155
548,882450.6920122048
549,845244.5789599842
550,436211.20366529695
551,659844.5246971085
552,1424384.7336184885
553,545738.5025532002
554,791451.3746052886
555,289005.6047345648
556,1032304.7317476332
557,549444.4036399486
558,639907.3534157326
559,652853.1481841743
560,677164.8156962852
561,307182.76123230875
562,641167.3328683652
563,512608.2797829588
564,3960.738324005393
565,579740.7844736638
566,2859.280649204587
567,618971.4625700302
568,778082.9172449707
569,505154.0591722525
570,403788.55053910223
571,679009.1337955038
572,691613.6731395358
573,551490.8278324124
574,607958.7583357069
575,432389.5806499713
576,777977.2709702775
577,666452.5747471458
578,641039.0923096547
579,668597.5294380254
580,617365.937693596
581,3749.8040784889176
582,788620.0506638078
583,3345.172903830531
584,512735.79649709404
585,1134047.570732076
586,398935.7958931069
587,5783.309915521108
588,746857.406095533
589,1773941.3066996664
590,601072.5569774992
591,472533.80776475184
592,675088.5885380959
593,964046.493959797
594,418172.0228884767
595,673350.3191348021
596,4145.613564736039
597,573896.914358653
598,460148.6083001978
599,543584.5022974596
600,436244.69525790965
601,906925.4361785175
602,512519.6412845575
603,715341.6434902074
604,868182.3486049579
605,494713.2847853499
606,806822.0288061317
607,618915.1396096098
608,4430.629609927985
609,1402256.4820900708
610,646841.0633458092
611,869973.8452379132
612,699339.5959399878
613,569632.6162782323
614,1447673.2968531307
615,1319438.2882776943
616,922217.8275311863
617,4162.874182373681
618,302132.023342167
619,453331.9297999725
620,501221.2182630643
621,855202.2156615587
622,748577.2359256569
623,635704.8823957291
624,560252.2974308273
625,588788.8000704764
626,693372.70860992
627,1289925.4603996123
628,665517.8731596853
629,396097.3609671118
630,705525.9245532205
631,622804.6210889476
632,362546.3615282778
633,6897.186846125732
634,980585.9833620448
635,824367.3970657295
636,4409.335206103686
637,523077.15561579604
638,724353.9061162067
639,467183.0101939382
640,822378.8438414471
641,2583.551439436172
642,707296.7775772446
643,2290.343760551031
644,809936.0193523887
645,805819.7243812546
646,319716.99880870554
647,354658.85723468824
648,592426.0955882812
649,606800.8295037947
650,625197.1114929189
651,3456.896347714394
652,4275.577701155437
653,4201.399860649467
654,640992.649274899
655,2858.1948052796574
656,809680.1423055074
657,3851.645940536528
658,610436.5323268791
659,630455.4974971166
660,846586.0825317596
661,558374.7799227816
662,4813.948414343704
663,613134.2166414859
664,1142940.9957561533
665,559269.9263017493
666,881094.3603458041
667,761128.6000026873
668,1017442.3260030062
669,700782.0539558962
670,837124.1202280909
671,605447.1815120269
672,1013758.9657519045
673,720554.7868839371
674,4391.525438459509
675,1343209.618981769
676,4388.44332867328
677,689731.7999445706
678,2066660.5991447726
679,1326803.865670423
680,288583.70981278975
681,2826.082588178009
682,611151.8205813613
683,688530.5019544206
684,487780.57698235597
685,1980706.3681095876
686,741394.5143895512
687,555804.8886342156
688,695962.5345580721
689,916777.4806901306
690,869824.4666711936
691,428642.92753161164
692,590496.8296002276
693,809727.9669586251
694,879740.5203424353
695,2962.721051378936
696,2673.594074339563
697,3239.193812050325
698,1552714.627979546
699,585602.5522895571
700,707935.3466820548
701,737548.2363709669
702,620234.4680127011
703,546052.4869741363
704,907933.0939358074
705,872257.916242362
706,479111.31470013224
707,391285.59952441935
708,635143.8857835022
709,759221.5339916019
710,4970.999872557081
711,733848.180827624
712,4294.872506928118
713,359850.80132038187
714,573925.3111039641
715,563729.5212696966
716,505418.7597061454
717,3617.0355313761197
718,578375.8281199598
719,3628.9399814366516
720,756697.386192372
721,824351.2017148327
722,430115.03365324443
723,3537.196689680925
724,611302.5274348647
725,3054.215853777019
726,617987.4970184373
727,374392.60804251116
728,1053588.7333558889
729,1255318.325629688
730,993183.340363993
731,1409512.8384493664
732,460985.6841628021
733,741982.9142911397
734,4468.500705106685
735,633963.6184717474
736,3033.3918183245037
737,460281.58122981706
738,366779.79354714043
739,1005709.5799192336
740,904812.0080590263
741,758706.7518257494
742,796276.4160847194
743,745026.2534466455
744,286716.83581777837
745,4773.936508476493
746,501189.80157718767
747,764924.9484353006
748,490813.3371880111
749,884939.4265303115
750,611666.1661373194
751,913028.7771391734
752,1569330.9550864995
753,3272.228936630841
754,654251.4267007952
755,1114131.0800174205
756,924716.7283572475
757,783705.0592472772
758,1472932.5236133824
759,683709.4679941392
760,550857.7652104995
761,812315.622810157
762,802763.1364204994
763,2887.3049897967335
764,1051135.7903057195
765,484719.31676984235
766,3498.4851691268655
767,778270.1109345495
768,1142152.7409243123
769,531800.9986840589
770,752784.4957106492
771,778934.6985508498
772,489069.2265551377
773,534528.3024780543
774,630684.5685572749
775,458538.983761664
776,679357.5119624416
777,693307.1493934657
778,605790.369523832
779,1034407.0474030875
780,828416.6370049921
781,542102.6164727364
782,745538.8217615961
783,346396.1911232487
784,630468.6566222139
785,1485478.4881074296
786,4255.551850618526
787,510410.57478959434
788,3587.354970017553
789,417849.25869487756
790,642009.258367705
791,1265679.6635923923
792,493352.2798419061
793,376833.69815688516
794,510484.42672335845
795,755448.3016600806
796,546421.9888728122
797,653577.7875071496
798,812739.1996660308
799,757066.3649656927
800,577902.6933391163
801,3543.7744495467164
802,502452.2397317973
803,392472.8913230552
804,546881.5835231758
805,770732.8711131065
806,554811.8544685198
807,3036.575864125032
808,4144304.448465778
809,573578.1832793499
810,469164.8269645662
811,4458.348437148356
812,487993.0263145925
813,575834.1622254674
814,521919.6633745029
815,882676.4792952271
816,772089.8615937711
817,574615.295277883
818,658622.605252317
819,192585.9335906721
820,455829.1987036166
821,241510.28504157832
822,472938.11100649607
823,516012.9098785858
824,492860.01262097806
825,4109.2217315787175
826,619582.818741269
827,390189.15371769696
828,969857.5550455069
829,603900.0893556281
830,949626.9708248897
831,403735.1988390514
832,823556.407055156
833,564870.8853582764
834,1023697.7619679411
835,755781.8894537729
836,664950.7844326991
837,771592.4828743421
838,377554.7498122095
839,549126.4560361007
840,4398.606801703444
841,716505.7259042488
842,354883.0969262989
843,798836.6063494835
844,1121446.9721998584
845,812049.7175288512
846,630130.6726461045
847,573314.6374485759
848,1056257.6184094283
849,2453.883476652341
850,672696.914562756
851,329996.0722893151
852,634186.5366386325
853,1282930.3451543548
854,826944.0186226609
855,491475.8748227884
856,549948.8005157263
857,340102.6886640453
858,3084.0080108473467
859,820697.4656711611
860,400840.0618441889
861,3848.739541998886
862,569421.3967876636
863,542488.804056025
864,1181570.0755216687
865,1004145.2348001661
866,885222.3415650361
867,942637.8996290714
868,1093358.9995895156
869,1122610.1798250403
870,464751.15821936884
871,570678.791059215
872,398514.0423610103
873,3728.698792106134
874,1047048.2677797489
875,723229.3317399662
876,494337.7157146122
877,329421.51354140136
878,3017.376466080333
879,427586.0416776862
880,460605.13896916545
881,550839.5782032729
882,759355.9796244064
883,1102443.2704434406
884,452514.2562839918
885,735804.3541045251
886,3512.662147720333
887,488343.2050108034
888,702653.2988900963
889,3158.9911578118176
890,592776.991525152
891,578449.3257047335
892,472666.62525269523
893,544649.3931028649
894,377702.97436703293
895,695017.2829997906
896,1479687.1626203388
897,2822.49816247659
898,867476.436350165
899,492196.3326144526
900,1054211.8351455312
901,692206.8057123389
902,827686.5977313416
903,3485.6029070831523
904,598431.1284125977
905,677935.0568514845
906,671627.8506941547
907,833062.3731448987
908,777032.9018883789
909,894159.8005530429
910,1046535.7456373391
911,381142.7168869595
912,3103101.1286911424
913,735361.0097709592
914,625706.3831896539
915,385402.2323308305
916,739713.5624927627
917,528577.6922615687
918,400663.14976868656
919,5224.776029332214
920,962039.1963483064
921,769460.6485813196
922,697060.6127700754
923,3201.2686830508096
924,586424.8926981894
925,580289.4479089006
926,398182.79312132875
927,842886.8134179056
928,2495611.1140139834
929,945955.9747360102
930,457890.95085719664
931,672879.2899820851
932,961539.2359395042
933,873766.673219196
934,960636.618019739
935,795406.7081866552
936,1318717.1532501222
937,3247.1170037458455
938,6501.789211439632
939,378273.28361362865
940,535065.5924721522
941,525197.3276437105
942,977758.4044341614
943,684905.3070396081
944,385638.58315783995
945,564355.9876511759
946,992681.1846306893
947,874235.5352940239
948,992834.1792942561
949,552843.5847422308
950,603847.9904006735
951,545329.7989834565
952,785554.558245632
953,476666.99676303007
954,4295.308686853467
955,3735.7160118074157
956,658547.4854464306
957,378602.9924874318
958,1387191.0670214738
959,3895.198770885938
960,757024.6405110237
961,574783.1570072483
962,2817.297310792674
963,705642.0251852642
964,753557.8410547734
965,731051.8396935784
966,503595.5725869443
967,801423.1154969343
968,483228.12042627245
969,947910.1610725223
970,386527.27900127444
971,569470.3253427648
972,610418.6686496853
973,983381.429302971
974,913991.605154471
975,1106073.4635320716
976,682961.6433898493
977,849087.4864046186
978,420099.71789727476
979,588275.1752766852
980,364596.683309753
981,687226.1395979865
982,767127.2398498248
983,919094.5387996715
984,489130.76069460623
985,4031.4649222513544
986,831047.3447659076
987,1639417.3000261933
988,1264930.5936013581
989,690452.9146626776
990,4650.455773452203
991,1252832.202638133
992,1011665.1982196585
993,4041.141625061111
994,811736.1862767991
995,2438479.62554783
996,799472.8136142292
997,652670.6713955431
998,1366564.2563018291
999,591997.2320832951
1000,740180.2655080254
1001,741849.9749746731
1002,689707.6482056907
1003,3674.094900677947
1004,654233.8689502985
1005,4158.009926582846
1006,4298.581047490708
1007,975072.6048520034
1008,964367.6093130624
1009,333675.4931163623
1010,698006.3900007134
1011,1557606.605632547
1012,3727.250659062605
1013,943770.0526647422
1014,399776.4211451965
1015,2744.975688677933
1016,951523.2666832615
1017,355022.7921268425
1018,557901.5342768822
1019,1095794.7660985177
1020,842230.3140969143
1021,654488.3886357535
1022,428848.4883894923
1023,725693.9715747936
1024,695862.9893862387
1025,3095.0688156934843
1026,837944.4384224933
1027,721497.662925331
1028,3424.3052074388834
1029,668592.5509795081
1030,715066.3087725592
1031,783486.2653745482
1032,375348.3944565204
1033,571452.1932922276
1034,638863.4269688106
1035,615799.19683819
1036,1285721.0130006159
1037,803323.4762323686
1038,3520.2503295694282
1039,445689.977579442
1040,1074594.3162139233
1041,326090.2588176049
1042,4179.991797730117
1043,702271.9808375778
1044,572091.6744431396
1045,1196051.1108148631
1046,515534.2158156236
1047,609133.7734637858
1048,925817.8122478733
1049,708342.7227430352
1050,344084.9696256445
1051,955510.5671383619
1052,363574.9269494139
1053,1122080.1948105532
1054,456697.113799188
1055,828166.7758494435
1056,473085.9207154236
1057,718541.4956724531
1058,304648.4844836813
1059,676728.216496197
1060,952242.1089107728
1061,681390.7536796954
1062,586647.7768467547
1063,664728.5802034353
1064,791996.1190104162
1065,1496769.6295976369
1066,501529.3853317597
1067,343522.19393895415
1068,2977.5503585258575
1069,3480.8960501398656
1070,208996.12093060548
1071,607384.0658513046
1072,474709.1754432991
1073,671010.9246870995
1074,517006.7252911632
1075,742774.3887898843
1076,743573.7511470048
1077,743328.6087860806
1078,518416.36269349157
1079,3304.015801606362
1080,481577.79836132866
1081,3896.4546972105436
1082,510397.9197989434
1083,597926.6667128169
1084,1096715.8624078825
1085,649271.1741036675
1086,4201.831645867484
1087,2443.6742613483802
1088,532931.2141135453
1089,401341.1340178119
1090,4742.598883538973
1091,1272550.3351900298
1092,569505.7833891333
1093,246069.5263955597
1094,359832.7286241276
1095,1220887.895113019
1096,422297.8089819928
1097,432036.55576639593
1098,5153.356537669687
1099,447091.7806653275
1100,454480.4140533986
1101,574503.4414654301
1102,1150967.7564089827
1103,441545.4909609263
1104,1019271.0733310684
1105,544865.155603041
1106,916723.6445325762
1107,3748.6477152941206
1108,2767.2753094843083
1109,3752.374612738673
1110,1038526.9392978391
1111,3513851.9662630945
1112,696565.629568607
1113,578261.1358939233
1114,607641.6328472936
1115,1236526.5948399052
1116,412941.94662333484
1117,5783.690047348054
1118,575505.2168662222
1119,2996.9710925353106
1120,536586.6637055469
1121,1171283.5772271731
1122,435271.1442037491
1123,220117.19396856567
1124,634887.0549731919
1125,503055.30836010864
1126,3628.980694882859
1127,5508.7769796255425
1128,3014.699742688355
1129,520569.5284895765
1130,750409.9318357388
1131,578240.0662678183
1132,3161.834525103537
1133,757948.1679896303
1134,3329377.7853710074
1135,4185.285419751622
1136,3049.9137047738222
1137,952664.0727298561
1138,662962.7666978252
1139,755347.3890946177
1140,648295.0945258621
1141,528875.9253209705
1142,833071.7878929343
1143,669573.6592430336
1144,3334.789496332027
1145,583838.3821143692
1146,5878.765529060554
1147,4706.51985253434
1148,2481.318307949133
1149,588979.7530951296
1150,593811.6082211799
1151,694902.5101484705
1152,255294.59455782233
1153,537348.2767748873
1154,1191342.4000138363
1155,1202957.0496370231
1156,718649.2744449066
1157,977604.8535542404
1158,3943.5843453738103
1159,881023.6401570326
1160,3424.278811369122
1161,421078.2606659657
1162,5505.77347154095
1163,446979.6797440451
1164,495006.23986450856
1165,674664.446901505
1166,1092258.3056088816
1167,1183383.918457486
1168,571931.0923481554
1169,475914.469612583
1170,5792.364902549377
1171,547277.6751360972
1172,543451.8089604623
1173,1501292.322764206
1174,605384.1082992764
1175,710878.6226224668
1176,334996.4585715968
1177,781602.7849305429
1178,2481324.0280006663
1179,865819.8990529798
1180,3083.4220299461
1181,868345.5032421801
1182,487899.8058308768
1183,393513.4651451478
1184,845617.366913804
1185,773855.4848836035
1186,3455.121743984517
1187,4192.507165067985
1188,5194.189360851158
1189,698208.7768075747
1190,4294.368597623535
1191,534259.0318285315
1192,833120.7028299161
1193,3926.4882977122675
1194,383487.97819645907
1195,3330.712228252471
1196,886628.4505269835
1197,699943.7512399225
1198,5307.749114750609
1199,3388.958858257722
1200,746063.615781649
1201,3437.53375068596
1202,714482.590388649
1203,502612.669126119
1204,716593.7194806436
1205,3738.7151291321693
1206,446727.6423557096
1207,809854.434133742
1208,623017.0143040324
1209,513937.9056985848
1210,1017799.2277664937
1211,910593.9214882189
1212,756957.4487936519
1213,510934.73143911856
1214,626173.4241671652
1215,1176466.1750711969
1216,744841.3437013808
1217,509747.93432138185
1218,232236.6543680864
1219,601356.8123396322
1220,795122.3289852439
1221,3887.617316364928
1222,1155603.2829074312
1223,984019.7140379455
1224,811911.1981717235
1225,999660.0737019385
1226,652480.3773434664
1227,503193.41687521787
1228,391542.40144348814
1229,1038413.4032581123
1230,4375.01044842004
1231,739876.4551864105
1232,574135.3884616075
1233,606604.8564683831
1234,372621.1073472707
1235,1030117.7346339775
1236,3598.6671994483218
1237,473653.0193750222
1238,1112394.1310593735
1239,993352.2561375938
1240,3816.566454266175
1241,3964.3656244169265
1242,828996.9642319442
1243,540904.2216679767
1244,386226.627531633
1245,785575.5963904307
1246,1001708.6242074352
1247,753349.1473184307
1248,616828.3019578926
1249,556795.7472186334
1250,770759.2203457906
1251,533812.4716512971
1252,696184.2999310638
1253,1145072.1132487077
1254,555330.7253452427
1255,662245.5170869051
1256,844539.6005276614
1257,588688.1558374777
1258,4685.85686896209
1259,641507.1524432704
1260,882887.6962792998
1261,547697.9867838543
1262,676247.5488615292
1263,437222.02296127495
1264,1186746.7142582051
1265,816968.9329200168
1266,495632.2737265737
1267,350999.98890858766
1268,651571.2770276376
1269,605844.8915874312
1270,471335.697349837
1271,646747.5277313502
1272,1371124.7610156408
1273,419773.00542630494
1274,647283.8697350919
1275,547042.6106042461
1276,2840.172906299025
1277,5234.848592039097
1278,746032.8998748489
1279,378081.596984256
1280,876949.9695098996
1281,812285.1322184078
1282,966767.8832219752
1283,992453.871571518
1284,1037574.4370390732
1285,1057808.9207757448
1286,4004.688517473312
1287,420510.1908436313
1288,1062666.2768306048
1289,879700.8072358457
1290,928139.1132634837
1291,1093290.405040343
1292,4177.358413457529
1293,5104.7290072826745
1294,837721.7709695641
1295,1053511.2778396332
1296,4932.979246908489
1297,3209.6731438433167
1298,3483.6611116283843
1299,454459.593441979
1300,715527.169246284
1301,1611821.390996502
1302,952088.9509124161
1303,554522.7876084713
1304,570312.5221959202
1305,509469.18306068116
1306,3595.1137165230157
1307,735308.1360677787
1308,2667.601939045712
1309,858687.3828030057
1310,559265.1510731813
1311,474848.26427618094
1312,4095.8212765027615
1313,4581.734397112869
1314,509343.8863313999
1315,838958.2698265115
1316,459631.6781091381
1317,2762.4400291842835
1318,650758.9652334115
1319,886654.5141942851
1320,402369.65790542815
1321,741274.0318473256
1322,623305.3618864402
1323,598598.0112477489
1324,3966.375681418429
1325,809018.2031533443
1326,610455.4517990631
1327,907394.6037166469
1328,555803.3888399111
1329,3655.0484415867795
1330,925124.6059796171
1331,927579.2230102634
1332,730061.936546157
1333,4798.119974329101
1334,4920.42271019388
1335,3319.0230660764228
1336,4299.557935295371
1337,3322918.18574686
1338,452894.28347718896
1339,597669.7602473696
1340,206169.60116865137
1341,825815.7110826148
1342,1180006.866649276
1343,792629.6218123431
1344,1225936.6286374857
1345,847338.6410864661
1346,790842.0807675179
1347,1312381.2304538498
1348,3320.2609777561775
1349,856134.4149832019
1350,3760.2904595318832
